Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id
"Zuzia, lalka nieduża","Sonia Jarema","Największe przeboje TVP ABC","Marcinos wrapped 2023","Playlist","PLB171500152","4byMkWCAeQOydChlGbP3OF"
"Dolly Song (Devil's Cup)","VIZE","Dolly Song (Devil's Cup)","Marcinos wrapped 2023","Playlist","DEUM72005571","530sGWWlefN6YmGtBOPPME"
"Najlepsze przede mną","L.U.C.","GOOD L.U.C.K","Marcinos wrapped 2023","Playlist","PLC591800030","0sj5IrDq4607CSipqguziD"
"Pielgrzym","T.Love","T.Love","Marcinos wrapped 2023","Playlist","PLA551600477","0gD6ZyrEybJuXYxcvTLeJV"
"Ptaki - Live","Krzysztof Zalewski","MTV Unplugged","Marcinos wrapped 2023","Playlist","PLA812100110","43e5gVwC6waoz37Dk0uXV7"
"Chory na Polskę","Dr Misio","Chory na Polskę","Marcinos wrapped 2023","Playlist","PLC592300023","3ZLGYIVXOjINT2ZLakODhF"
"Call The Police","G-Girls","Call the Police","Marcinos wrapped 2023","Playlist","ROROT1600085","1Phklwvw0csij49suBuY7c"
"Błyski","Hurrockaine","Memo","Marcinos wrapped 2023","Playlist","GBSMU5785738","36reNI8upPYjZJ5JT4F7jX"
"UFO","Roxen","UFO","Marcinos wrapped 2023","Playlist","PLA552200035","3F5TNmPdbl705xlihrcHVT"
"Jeśli nie rozjadą nas czołgi","Happysad","Wszystko jedno","Marcinos wrapped 2023","Playlist","PLE781300178","6Mj4752mILgQoT6Y22D3mh"
"Najnowszy Klip","Dawid Podsiadło","Małomiasteczkowy","Marcinos wrapped 2023","Playlist","PLB381800254","35UvOH0tRlSCdtWtaXuiWh"
"Zapach Pól","Żurkowski","KURZ","Marcinos wrapped 2023","Playlist","PLB822100254","7q8mPzeggtQIt8g9444r4y"
"My","Myslovitz","Miłość w czasach popkultury","Marcinos wrapped 2023","Playlist","PLA149919011","7JwyKyBWo65WaJA6zcYxjR"
"Czarownicy pies","Happysad","Wszystko jedno","Marcinos wrapped 2023","Playlist","PLE781300172","2oLuU1Vmp4XT8dZQYm9aWi"
"ZITTI E BUONI","Måneskin","Teatro d'ira - Vol. I","Marcinos wrapped 2023","Playlist","ITB002100112","776AftMmFFAWUIEAb3lHhw"
"Brother Louie","VIZE","Brother Louie","Marcinos wrapped 2023","Playlist","DEN062004067","4Lwi3F00837XS2N4BRaikx"
"Jak dobrze","Krzysztof Zalewski","Złoto","Marcinos wrapped 2023","Playlist","PLA811600082","5dGTlKDqZuNYzOUt6I8phr"
"Mokry od Twoich łez","Pidżama Porno","Sprzedawca jutra","Marcinos wrapped 2023","Playlist","PLE781900080","3PaoQRUBdOpHOFbGtNhsCn"
"Twoje oczy lubią mnie","Strachy Na Lachy","Dodekafonia","Marcinos wrapped 2023","Playlist","PLE781300016","2k9KGkKgBNVWoCQDU197sp"
"Prawie tak jak blues","Kwartet ProForma","Wiemy, kim jest","Marcinos wrapped 2023","Playlist","PLC591800226","6jNRP5HwZtwVqz5EFGQFI2"
"Weekend (feat. Emelie Cyréus)","LIZOT","Weekend (feat. Emelie Cyréus)","Marcinos wrapped 2023","Playlist","DEE862000357","4KPYXZUCKYLEEcGmKN4Exs"
"Tu trzeba krzyczeć","Pidżama Porno","Sprzedawca jutra","Marcinos wrapped 2023","Playlist","PLE781900088","6UuwFPW65AMSnLTHdi78su"
"Sygnalista","Strachy Na Lachy","Piekło","Marcinos wrapped 2023","Playlist","PLE782100115","49UX7ZYyucMMcz0spBtwU1"
"Hej Hej!","Daria Zawiałow","Helsinki","Marcinos wrapped 2023","Playlist","PLB381900020","1Rn0B4zeGbcttEct0N1XpP"
"Paradise (feat. Benjamin Ingrosso)","Ofenbach","Paradise (feat. Benjamin Ingrosso)","Marcinos wrapped 2023","Playlist","FR9W11815334","50SEeQXOJgaXPv2S0v7ded"
"UP","INNA","UP","Marcinos wrapped 2023","Playlist","ROGRA2101937","3ajgQFhKuWa4Hz6VgkThuO"
"Pszczolka Maja","Zbigniew Wodecki","Najwieksze przeboje","Marcinos wrapped 2023","Playlist","PLD101201074","0euKdqMmE9johVVBhVXtNO"
"Mydło lubi zabawę","Ela Pawlak i Paulina Kuciak","Przeboje Pana Tik Taka Vol 1.","Marcinos wrapped 2023","Playlist","PLI611300005","73hvEPkHKzgrOfx7iJwuyu"
"Wszystko czego dziś chcę (Z serialu Rojst na Showmax)","Brodka","Wszystko czego dziś chcę (Z serialu Rojst na Showmax)","Marcinos wrapped 2023","Playlist","PLA811800052","0lXyAIdTQpeacoDjwKDyDq"
"Zamki na piasku","Lady Pank","LP1","Marcinos wrapped 2023","Playlist","PLA961800294","1IDLYoWSnBIdCmnbU2qhXz"
"Beztrosko","Voo Voo","Premiera","Marcinos wrapped 2023","Playlist","PLK682200048","26Tb5Z6F80vQlMdYxPkNYA"
"Just A Girl","No Doubt","Tragic Kingdom","Marcinos wrapped 2023","Playlist","USIR19500272","5lWRaa0fBxDE5yU91npPq7"
"Paranoia","Daria Marx","Paranoia","Marcinos wrapped 2023","Playlist","QMEU32118005","01AnaOESGIDMJiTXrvAY1M"
"Queen of Kings","Alessandra","Queen of Kings","Marcinos wrapped 2023","Playlist","NOW7B2301090","14LdhxElpZS0rKVV4nxtdA"
"Satellite","Lena","My Cassette Player","Marcinos wrapped 2023","Playlist","DEUM71001210","2UjNsh4ipNrmog6wdS2JVv"
"GOSSIP (feat. Tom Morello)","Måneskin","RUSH!","Marcinos wrapped 2023","Playlist","ITB002200841","44Xyja7xYPlVC6v2CeweSi"
"Nasza zima zła","Robert Kanaan","Zabawy z Panią Nutką - piosenki dla dzieci","Marcinos wrapped 2023","Playlist","PLA801901516","03IIzIFWC7OqdvVwkzlEGW"
"Tu","Lao Che","Dzieciom","Marcinos wrapped 2023","Playlist","PLB821500002","4OTVr1uhkXIJbxZNMYCAcH"
"Counting Stars","OneRepublic","Native","Marcinos wrapped 2023","Playlist","USUM71301306","2tpWsVSb9UEmDRxAl1zhX1"
"Po prostu pastelowe (Malarze i Żołnierze)","Strachy Na Lachy","Zakazane piosenki","Marcinos wrapped 2023","Playlist","PLE781300073","25y5Qn0eovw5T52XYR1XJk"
"Kocham wolność - Live","Chłopcy Z Placu Broni","Krzyż","Marcinos wrapped 2023","Playlist","PLB171600219","2WrTRx6Jzzwyr2dMhfXZ7y"
"Enemy (with JID) - from the series Arcane League of Legends","Imagine Dragons","Mercury - Acts 1 & 2","Marcinos wrapped 2023","Playlist","USUM72119916","3CIyK1V4JEJkg02E4EJnDl"
"Never Ending Story","Daria Marx","Never Ending Story","Marcinos wrapped 2023","Playlist","QMEU32201601","6xiIGKnmP1i83W84yugYgp"
"Be Mine","Ofenbach","Be Mine","Marcinos wrapped 2023","Playlist","FR9W11620052","2KklXplRtxMsBYo474Es0w"
"Freed from Desire (feat. Indiiana)","Drenchill","Freed from Desire (feat. Indiiana)","Marcinos wrapped 2023","Playlist","DEMA61800740","1lr5prHQn7Q766Ix6eGRKK"
"Anioły i Demony","Farben Lehre","Achtung 2012","Marcinos wrapped 2023","Playlist","PLG251200421","0m0MNn28t3VYGpzQd3PHuw"
"BUBBLETEA","Quebonafide","ROMANTIC PSYCHO","Marcinos wrapped 2023","Playlist","PLV402000713","4FD8J0l0Wrw5HdNV2Dj1ST"
"Katchi - Ofenbach vs. Nick Waterhouse","Ofenbach","Katchi (Ofenbach vs. Nick Waterhouse)","Marcinos wrapped 2023","Playlist","FR1A91701091","2NF8A7C6tICScdRaZ0BrEe"
"Hypnotized","Purple Disco Machine","Exotica","Marcinos wrapped 2023","Playlist","AUDCB1701555","3OjGnubBPttaeNuFk9FNsS"
"MMM","Minelli","MMM","Marcinos wrapped 2023","Playlist","ROGRA2202210","2wtjKTnfYimgKi9cPxPBPV"
"Love Again","Dua Lipa","Future Nostalgia","Marcinos wrapped 2023","Playlist","GBAHT1901302","4rPkN1FMzQyFNP9cLUGIIB"
"DJ Is Your Second Name","C-BooL","DJ Is Your Second Name","Marcinos wrapped 2023","Playlist","PLR921717101","2W8Vp5wSz8xZKPU1DhvAYY"
"Jest nas więcej","Agnieszka Chylińska","Never Ending Sorry","Marcinos wrapped 2023","Playlist","PLH012200024","4msc0fHbg2WRHg0yHZh45O"
"ITALODISCO","The Kolors","ITALODISCO","Marcinos wrapped 2023","Playlist","ITQ002300342","3QAU2pj4LUKf7yaTgANlQV"
"Hej panie!","Cyrk Deriglasoff","Magia y tresura","Marcinos wrapped 2023","Playlist","PL27D1900003","5fquLM70Wry3FzzV0yEeX0"
"POST","Dawid Podsiadło","Lata Dwudzieste","Marcinos wrapped 2023","Playlist","PLL892100016","7u3Nx6lqDYahtcAZ3T2XeY"
"Don't Stop The Music","Rihanna","Good Girl Gone Bad","Marcinos wrapped 2023","Playlist","USUM70734700","1Jo0Zg7XlrA6z0mFTZVdkn"
"No Roots","Alice Merton","MINT","Marcinos wrapped 2023","Playlist","DEVQ71600001","7DFSnCBYlus7i4U9KKlbdU"
"The Show","Lenka","Lenka (Expanded Edition)","Marcinos wrapped 2023","Playlist","USSM10802201","1mHoqHeQClLBp5UO3TbUac"
"Gdy nie ma dzieci","Kult","Ostateczny krach systemu korporacji","Marcinos wrapped 2023","Playlist","PLE781200194","318KZH2O4R003o3hL1aDqS"
"Stranger","Olivia Addams","Stranger","Marcinos wrapped 2023","Playlist","ROGRA2101523","7keesrr5gzF7Ol17M1vJZY"
"Zwiedzam Świat","Fisz Emade Tworzywo","Mamut","Marcinos wrapped 2023","Playlist","PLC591400071","0QgiHuNJly4TWWhUPW2Sez"
"Za krótki sen","Daria Zawiałow","Wojny i Noce","Marcinos wrapped 2023","Playlist","PLB382100022","0qk6LboUiiZIi7UJisOHtc"
"Natural","Imagine Dragons","Origins (Deluxe)","Marcinos wrapped 2023","Playlist","USUM71806694","2FY7b99s15jUprqC0M5NCT"
