Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id
"neonowe laczki","bryska","jestem bryska (mini album)","Wrapped Marcinos 2024","Playlist","PLA282100314","6iNm8Px8IQwiFRfFlARt80"
"Twoje oczy lubią mnie","Strachy Na Lachy","Dodekafonia","Wrapped Marcinos 2024","Playlist","PLE781300016","2k9KGkKgBNVWoCQDU197sp"
"Koniec Lata (z filmu „Chłopi”)","L.U.C.","Koniec Lata (z filmu „Chłopi”)","Wrapped Marcinos 2024","Playlist","PLC592300227","5F97FuxzqsjyEhp56aW9Ef"
"Six Feet Under","Smash Into Pieces","Six Feet Under","Wrapped Marcinos 2024","Playlist","QMFME2298548","5DYCuzBPf13q0QZwQvjYzi"
"ostatnia nadzieja","sanah","UCZTA","Wrapped Marcinos 2024","Playlist","PLA282200036","2KTfSSKBBfMLXwDqrtoOE5"
"Dance The Night - From Barbie The Album","Dua Lipa","Dance The Night (From Barbie The Album)","Wrapped Marcinos 2024","Playlist","USAT22305457","1vYXt7VSjH9JIM5oRRo7vA"
"Najlepsze przede mną","L.U.C.","GOOD L.U.C.K","Wrapped Marcinos 2024","Playlist","PLC591800030","0sj5IrDq4607CSipqguziD"
"Never Ending Story","Daria Marx","Never Ending Story","Wrapped Marcinos 2024","Playlist","QMEU32201601","6xiIGKnmP1i83W84yugYgp"
"Proste","Dawid Kwiatkowski","Dawid Kwiatkowski","Wrapped Marcinos 2024","Playlist","PLA552100434","5oR3RK5exK9u6PZ5e4sf1d"
"BTW (Mamy tylko siebie)","Strachy Na Lachy","Grabaż i Strachy na Lachy","Wrapped Marcinos 2024","Playlist","PLE781300042","7bVitIfKq3z5YF5NvyQeEb"
"Houdini","Dua Lipa","Houdini","Wrapped Marcinos 2024","Playlist","GBAHT2301246","4OMJGnvZfDvsePyCwRGO7X"
"GOSSIP (feat. Tom Morello)","Måneskin","RUSH!","Wrapped Marcinos 2024","Playlist","ITB002200841","44Xyja7xYPlVC6v2CeweSi"
"che t'o dico a fa'","Angelina Mango","poké melodrama","Wrapped Marcinos 2024","Playlist","ITJG42200065","29BLybpYHhOcDGWfkvKNTu"
"Mainstream","Daria ze Śląska","Mainstream","Wrapped Marcinos 2024","Playlist","PLC142400378","4NlDnuMvtVNnFLqZWxsOwq"
"Wzięli zamknęli mi klub","Kwiat Jabłoni","Niemożliwe","Wrapped Marcinos 2024","Playlist","PL28B1800009","2GK1vRUCaqO8VOKjM3Uirk"
"Zwiedzam Świat","Fisz Emade Tworzywo","Mamut","Wrapped Marcinos 2024","Playlist","PLC591400071","0QgiHuNJly4TWWhUPW2Sez"
"Toukassé","SHANGUY","Toukassé","Wrapped Marcinos 2024","Playlist","IT0311900033","1fPr1gdjoWKxMgl9tDxWsB"
"Rampampam","Minelli","Rampampam","Wrapped Marcinos 2024","Playlist","ROGRA2101471","1esZgaqm0YKN87CIP3orJ3"
"Brother Louie","VIZE","Brother Louie","Wrapped Marcinos 2024","Playlist","DEN062004067","4Lwi3F00837XS2N4BRaikx"
"I WANNA BE YOUR SLAVE","Måneskin","Teatro d'ira - Vol. I","Wrapped Marcinos 2024","Playlist","ITB002100115","4pt5fDVTg5GhEvEtlz9dKk"
"Pal Licho!","Wiktor Dyduła","Pal Licho!","Wrapped Marcinos 2024","Playlist","PLUM72201065","01I5M0hFmVWM9IILPgMK7a"
"Queen of Kings","Alessandra","Queen of Kings","Wrapped Marcinos 2024","Playlist","NOW7B2301090","14LdhxElpZS0rKVV4nxtdA"
"Training Season - Extended","Dua Lipa","Training Season","Wrapped Marcinos 2024","Playlist","GBAHT2400093","2FZwnQYXFyg6b5sCRHQ0fD"
"Trwaj chwilo, trwaj","Kwiat Jabłoni","Kwiat Jabłoni i goście: Wolne serca","Wrapped Marcinos 2024","Playlist","PLC592200089","5E0bBtTNuNG5Zziz9e9uPZ"
"Just A Girl","No Doubt","Tragic Kingdom","Wrapped Marcinos 2024","Playlist","USIR19500272","5lWRaa0fBxDE5yU91npPq7"
"Dolly Song (Devil's Cup)","VIZE","Dolly Song (Devil's Cup)","Wrapped Marcinos 2024","Playlist","DEUM72005571","530sGWWlefN6YmGtBOPPME"
"UP","INNA","UP","Wrapped Marcinos 2024","Playlist","ROGRA2101937","3ajgQFhKuWa4Hz6VgkThuO"
"Hymn for the Weekend","Coldplay","A Head Full of Dreams","Wrapped Marcinos 2024","Playlist","GBAYE1500979","3RiPr603aXAoi4GHyXx0uy"
"Wonders (feat. Rakim)","Michael Patrick Kelly","B.O.A.T.S (Extended Edition)","Wrapped Marcinos 2024","Playlist","DEE862201500","5mD5zNNhbuP8O5itNTn4jl"
"MMM","Minelli","MMM","Wrapped Marcinos 2024","Playlist","ROGRA2202210","2wtjKTnfYimgKi9cPxPBPV"
"Run To The Hills","Klara Hammarström","Run To The Hills","Wrapped Marcinos 2024","Playlist","SEPQA2200055","6k4e5H3MbDzhEX3qJSWwpd"
"favorite","Isabel LaRosa","favorite","Wrapped Marcinos 2024","Playlist","USRC12400507","3QJsSWa0Xo8MfaRn1gr4Be"
"No Roots","Alice Merton","Mint","Wrapped Marcinos 2024","Playlist","DEVQ71600001","3D5wnLaeVlCCIPzQOOAirA"
"STORIE BREVI","Tananai","STORIE BREVI","Wrapped Marcinos 2024","Playlist","ITRYJ2400008","5GZupy8zByqFmXvpwZ4JOC"
"Dzięki, że jesteś","Lanberry","Dzięki, że jesteś","Wrapped Marcinos 2024","Playlist","PLA552300658","5Qw74vxmtJzAEYjy1wfVCk"
"Riot","Hollywood Undead","Five","Wrapped Marcinos 2024","Playlist","QMRSZ1701700","5toE2GI4iMIpelQtzKNT9Q"
"Heaven Knows","The Pretty Reckless","Going to Hell","Wrapped Marcinos 2024","Playlist","USRZR1353301","7F5jxmwf1uWVqh6nbYz7rl"
"Havana (feat. Young Thug)","Camila Cabello","Camila","Wrapped Marcinos 2024","Playlist","USSM11706905","1rfofaqEpACxVEHIZBJe6W"
"Zmiennicy","Żurkowski","KURZ","Wrapped Marcinos 2024","Playlist","PLB822100251","5qtM3ympViLBdz8QgJGDVE"
"Enemy (with JID) - from the series Arcane League of Legends","Imagine Dragons","Enemy (with JID) [from the series Arcane League of Legends]","Wrapped Marcinos 2024","Playlist","USUM72119916","1r9xUipOqoNwggBpENDsvJ"
"Zombie","Bad Wolves","Disobey","Wrapped Marcinos 2024","Playlist","USDPK1800004","5d8Wq39QLT6OQWsY9paz5n"
"Nikt tak pięknie nie mówił, że się boi miłości","Męskie Granie Orkiestra","Męskie Granie 2021","Wrapped Marcinos 2024","Playlist","PLB822100248","6uMe6deDnQdvAtsHROVf5A"
"La petite mort","KARAŚ/ROGUCKI","Ostatni Bastion Romantyzmu","Wrapped Marcinos 2024","Playlist","PLA811900404","3GO6Im2SvOb2X0k2DscvxW"
"Tyle słońca w całym mieście","Anna Jantar","Tyle słońca w całym mieście","Wrapped Marcinos 2024","Playlist","PLA247418224","0Z64VYDXM5lVZziPJHEd9L"
"Thunder","Gabry Ponte","Thunder","Wrapped Marcinos 2024","Playlist","ITV952100014","2USlegnFJLrVLpoVfPimKB"
"Where The Lights Are Low","Toby Romeo","Where The Lights Are Low","Wrapped Marcinos 2024","Playlist","DEUM72007002","0Cnb8XdGDMHAmIRBUJMkIS"
"Joker And The Thief","Wolfmother","Wolfmother","Wrapped Marcinos 2024","Playlist","AUUM70500115","6dNJ3lasVLPd0078T9yqlm"
"Ptaki - Live","Krzysztof Zalewski","MTV Unplugged","Wrapped Marcinos 2024","Playlist","PLA812100110","43e5gVwC6waoz37Dk0uXV7"
