Track name,Artist name,Album,Spotify Popularity,Spotify Release Date,Spotify Release Year,Track Age,Tags,Genres,bpm,energy,danceability,mood,Track Artist,Update_date
The Mirror Black,At The Gates,To Drink From The Night Itself,18.0,2018-05-18,2018,6,"'Melodic Death Metal', 'strings', 'death metal', 'Gothenburg Death Metal', 'orchestral outro'",'death metal',120.0,0.2205,0.9048,neutral,The Mirror Black At The Gates,2025/11/30
The Moon - Kutiman Remix - Version A,Morcheeba,The Moon (Kutiman Remixes),30.0,2022-06-24,2022,1,,,115.0,0.2327,1.0561,neutral,The Moon - Kutiman Remix - Version A Morcheeba,2025/11/30
The Motto,Tiësto,DRIVE,76.0,2021-11-04,2021,3,"'trance', 'electronic', 'dance', 'techno', 'electronica'","'trance', 'electronic', 'techno', 'electronica'",117.0,0.2772,1.1002,neutral,The Motto Tiësto,2025/11/30
The Muffin Song (asdfmovie),The Gregory Brothers,The Muffin Song (asdfmovie),59.0,2018-05-11,2018,6,"'manifesto', 'suicide note'",,112.0,0.2265,1.465,bright,The Muffin Song (asdfmovie) The Gregory Brothers,2025/11/30
The Musty Scent Of Fresh Pâté,Percival Schuttenbach,The Witcher 3: Wild Hunt - Blood and Wine (Official Soundtrack),48.0,2016-06-01,2016,8,"'gwent', 'it is Percival not Percival Schuttenbach'",,120.0,0.1874,1.0601,neutral,The Musty Scent Of Fresh Pâté Percival Schuttenbach,2025/11/30
The Night We Met,Lord Huron,Strange Trails,91.0,2015-04-06,2015,8,"'folk', 'seen live', 'indie', 'psychedelic', 'indie pop'","'psychedelic', 'indie pop'",115.0,0.1668,0.8459,neutral,The Night We Met Lord Huron,2025/11/30
The Price Of A Mile,Sabaton,The Art Of War (Re-Armed),55.0,2010-09-24,2010,14,"'Power metal', 'heavy metal', 'metal', 'war metal', 'epic metal'","'Power metal', 'heavy metal', 'metal'",117.0,0.2077,1.0483,bright,The Price Of A Mile Sabaton,2025/11/30
The Scientist,Coldplay,A Rush of Blood to the Head,90.0,2002-08-27,2002,21,"'Coldplay', 'rock', 'alternative', 'britpop', 'british'","'rock', 'alternative', 'britpop'",144.0,0.208,0.9187,energetic,The Scientist Coldplay,2025/11/30
The Shadowing,Orbit Culture,Nija,45.0,2020-08-07,2020,4,,,141.0,0.3272,1.0727,energetic,The Shadowing Orbit Culture,2025/11/30
The Show,Lenka,Lenka (Expanded Edition),59.0,2008-09-23,2008,15,"'female vocalists', 'pop', 'indie pop', 'australian', 'indie'","'pop', 'indie pop'",122.0,0.1846,0.9838,energetic,The Show Lenka,2025/11/30
The Soul Of A Black Man,Maceo,Us,37.0,1974-02-19,1974,49,"'funk', 'jazz', 'soul', 'Hip-Hop', 'reggae'","'funk', 'jazz', 'soul', 'Hip-Hop', 'reggae'",148.0,0.1071,1.0192,energetic,The Soul Of A Black Man Maceo,2025/11/30
The Story Ain't Over,Avantasia,Lost in Space (Chapter 1 & 2),50.0,2008-10-24,2008,16,"'Power metal', 'metal', 'melodic metal', 'symphonic metal', 'avantasia'","'Power metal', 'metal', 'symphonic metal'",120.0,0.1732,0.9896,neutral,The Story Ain't Over Avantasia,2025/11/30
The Time Is Now,Moloko,Things to Make and Do,59.0,2000-10-31,2000,24,"'electronic', 'trip-hop', 'female vocalists', 'dance', 'electronica'","'electronic', 'trip-hop', 'electronica'",128.0,0.1728,1.0725,energetic,The Time Is Now Moloko,2025/11/30
The Tower,LUNA,The Tower,49.0,2024-01-23,2024,0,"'indie', 'dream pop', 'indie rock', 'indie pop', 'seen live'","'dream pop', 'indie rock', 'indie pop'",156.0,0.2425,1.0398,energetic,The Tower LUNA,2025/11/30
The Vengeful One,Disturbed,Immortalized (Deluxe Edition),68.0,2015-08-14,2015,9,"'metal', 'alternative metal', 'heavy metal', 'Nu Metal', 'american'","'metal', 'heavy metal', 'Nu Metal'",112.0,0.293,1.0544,bright,The Vengeful One Disturbed,2025/11/30
The Windmills Of Your Mind,Dusty Springfield,Dusty In Memphis,61.0,1969-01-01,1969,54,"'soul', 'female vocalists', '60s', 'pop', 'oldies'","'soul', 'pop'",152.0,0.1034,0.9175,energetic,The Windmills Of Your Mind Dusty Springfield,2025/11/30
Theatrical State of Mind,Papooz,Night Sketches,48.0,2019-03-08,2019,5,"'indie pop', 'french', 'pop', 'indie', 'france'","'indie pop', 'pop'",95.0,0.2133,1.174,neutral,Theatrical State of Mind Papooz,2025/11/30
Theme From Shaft - Remastered 2009,Isaac Hayes,50 Years in 2021 and ...Still Cool,59.0,1971,1971,52,"'soul', 'funk', 'rhythm and blues', 'Soundtrack', 'rnb'","'soul', 'funk', 'Soundtrack'",120.0,0.0661,1.3439,bright,Theme From Shaft - Remastered 2009 Isaac Hayes,2025/11/30
Think U The Shit (Fart),Ice Spice,Think U The Shit (Fart),63.0,2024-01-26,2024,0,"'rap', 'drill', 'Hip-Hop', 'trap', 'grah'","'rap', 'Hip-Hop', 'trap'",122.0,0.2773,1.4252,energetic,Think U The Shit (Fart) Ice Spice,2025/11/30
Thinkin’ Bout Me,Morgan Wallen,One Thing At A Time,83.0,2023-03-03,2023,1,"'country', 'racist', 'country pop', 'the voice', 'contemporary country'","'country', 'country pop', 'contemporary country'",141.0,0.2359,1.1949,energetic,Thinkin’ Bout Me Morgan Wallen,2025/11/30
Those Eyes,New West,Based On A True Story...,80.0,2019-05-10,2019,4,"'seen live', 'Canadian', 'indie rock', 'Dirty South', 'Backcountry Utah'","'indie rock', 'Dirty South'",120.0,0.1962,0.9112,neutral,Those Eyes New West,2025/11/30
Thunder,Gabry Ponte,Thunder,87.0,2017-06-23,2017,7,"'dance', 'Italodance', 'eurodance', 'electronic', 'trance'","'eurodance', 'electronic', 'trance'",134.0,0.3068,1.2534,energetic,Thunder Gabry Ponte,2025/11/30
Thunder,Imagine Dragons,Evolve,87.0,2017-06-23,2017,6,"'indie pop', 'alternative', 'pop', 'rock', 'electropop'","'indie pop', 'alternative', 'pop', 'rock', 'electropop'",165.0,0.301,1.1214,energetic,Thunder Imagine Dragons,2025/11/30
Thème pour cordes - From 'Hasard',Wojciech Kilar,A Collection of His Work,16.0,1992-04-13,1992,32,"'Soundtrack', 'Classical', 'instrumental', 'polish', 'composer'","'Soundtrack', 'Classical', 'instrumental'",115.0,0.1009,0.8779,neutral,Thème pour cordes - From 'Hasard' Wojciech Kilar,2025/11/30
Tlen,Dawid Tyszkowski,Tlen,46.0,2022-05-27,2022,2,,,156.0,0.1739,1.0569,energetic,Tlen Dawid Tyszkowski,2025/11/30
To Catch a Thief,Nathaniel Merriweather,Nathaniel Merriweather Presents...Lovage: Music to Make Love to Your Old Lady By,47.0,2001-11-06,2001,23,"'wrong tag', 'lovage', 'robertitus global', 'ambient ram', 'die wucht'",,157.0,0.1918,1.0783,energetic,To Catch a Thief Nathaniel Merriweather,2025/11/30
To koniec,sanah,Irenka,52.0,2021-05-06,2021,2,,,97.0,0.2068,0.9844,neutral,To koniec sanah,2025/11/30
To nie efekt placebo,Rubens,To nie efekt placebo,24.0,2024-10-11,2024,0,,,112.0,0.222,1.1973,neutral,To nie efekt placebo Rubens,2025/11/30
ToNieMy,Clock Machine,ToNieMy,26.0,2023-09-28,2023,1,,,120.0,0.2363,1.2679,bright,ToNieMy Clock Machine,2025/11/30
Tomorrow We Fight,Tommee Profitt,Cinematic Songs (Vol. 2),47.0,2017-04-14,2017,6,"'Soundtrack', 'pop', 'piano', 'singer-songwriter', 'USA'","'Soundtrack', 'pop'",125.0,0.221,0.953,energetic,Tomorrow We Fight Tommee Profitt,2025/11/30
Too Much Heaven,Bee Gees,Spirits Having Flown,72.0,1979-02-05,1979,44,"'Disco', 'pop', '70s', 'classic rock', 'oldies'","'Disco', 'pop'",165.0,0.2285,1.0172,energetic,Too Much Heaven Bee Gees,2025/11/30
Too Sweet,Hozier,Unreal Unearth: Unaired,80.0,2024-03-22,2024,0,"'blues', 'indie', 'soul', 'singer-songwriter', 'irish'","'blues', 'soul'",117.0,0.26,1.175,neutral,Too Sweet Hozier,2025/11/30
Torn,Natalie Imbruglia,Glorious: The Singles 97-07,52.0,2011-04-26,2011,12,"'pop', 'female vocalists', 'australian', 'singer-songwriter', 'rock'","'pop', 'rock'",128.0,0.215,1.168,energetic,Torn Natalie Imbruglia,2025/11/30
Toss a Coin to Your Witcher,Skar,Toss a Coin to Your Witcher,41.0,2020-01-08,2020,4,'epic heavy metal',,108.0,0.1679,1.0053,neutral,Toss a Coin to Your Witcher Skar,2025/11/30
Toukassé,SHANGUY,Toukassé,36.0,2019-03-15,2019,5,"'dance', 'electronic', 'french', 'italian', 'EDM'",'electronic',141.0,0.2473,1.2514,energetic,Toukassé SHANGUY,2025/11/30
Tragedy,Bee Gees,Spirits Having Flown,72.0,1979-02-05,1979,44,"'Disco', 'pop', '70s', 'classic rock', 'oldies'","'Disco', 'pop'",120.0,0.118,1.1448,bright,Tragedy Bee Gees,2025/11/30
Training Season,Dua Lipa,Training Season,84.0,2024-05-03,2024,0,"'pop', 'seen live', 'electropop', 'synthpop', 'british'","'pop', 'electropop', 'synthpop'",122.0,0.2249,1.204,energetic,Training Season Dua Lipa,2025/11/30
Training Season - Extended,Dua Lipa,Training Season,49.0,2024-06-28,2024,0,"'pop', 'seen live', 'electropop', 'synthpop', 'british'","'pop', 'electropop', 'synthpop'",122.0,0.2562,1.268,energetic,Training Season - Extended Dua Lipa,2025/11/30
Tribute,Tenacious D,Tenacious D,69.0,2001-09-25,2001,23,"'rock', 'comedy', 'tenacious d', 'funny', 'alternative rock'","'rock', 'comedy', 'alternative rock'",128.0,0.0448,1.0569,neutral,Tribute Tenacious D,2025/11/30
Trudno Tak (Razem Być Nam Ze Sobą),Krzysztof Krawczyk,Duety,56.0,2016-11-04,2016,7,"'polish', 'pop', 'polskie', 'male vocalists', 'oldies'",'pop',165.0,0.1528,1.1185,energetic,Trudno Tak (Razem Być Nam Ze Sobą) Krzysztof Krawczyk,2025/11/30
True - 2003 Remaster,Spandau Ballet,True (Special Edition),72.0,1983-02-25,1983,41,"'80s', 'new wave', 'pop', 'new romantic', 'british'","'new wave', 'pop'",97.0,0.1394,1.0342,neutral,True - 2003 Remaster Spandau Ballet,2025/11/30
"Trwaj chwilo, trwaj",Kwiat Jabłoni,Kwiat Jabłoni i goście: Wolne serca,37.0,2022-07-22,2022,2,"'seen live', 'folk', 'polish', 'indie', 'pop'",'pop',125.0,0.2403,1.2429,energetic,"Trwaj chwilo, trwaj Kwiat Jabłoni",2025/11/30
Try,P!nk,The Truth About Love,85.0,2012-09-18,2012,11,"'pop', 'pop rock', 'female vocalists', 'rock', 'beautiful'","'pop', 'rock'",104.0,0.18,1.0779,bright,Try P!nk,2025/11/30
Trójkąty i Kwadraty,Dawid Podsiadło,Comfort and Happiness,57.0,2013-05-27,2013,11,"'polish', 'seen live', 'indie', 'pop', 'singer-songwriter'",'pop',125.0,0.1789,1.185,energetic,Trójkąty i Kwadraty Dawid Podsiadło,2025/11/30
Tu,Lao Che,Dzieciom,73.0,2016-09-02,2016,7,"'alternative', 'polish', 'alternative rock', 'rock', 'seen live'","'alternative', 'alternative rock', 'rock'",170.0,0.2403,1.1353,energetic,Tu Lao Che,2025/11/30
Tu trzeba krzyczeć,Pidżama Porno,Sprzedawca jutra,43.0,2019-09-27,2019,4,"'punk rock', 'polish', 'rock', 'alternative', 'punk'","'rock', 'alternative', 'punk'",104.0,0.2132,1.0739,neutral,Tu trzeba krzyczeć Pidżama Porno,2025/11/30
Turning Page,Sleeping At Last,Turning Page,72.0,2012-06-18,2012,11,"'indie', 'indie rock', 'rock', 'alternative', 'christian'","'indie rock', 'rock', 'alternative'",122.0,0.1685,0.7906,energetic,Turning Page Sleeping At Last,2025/11/30
Twilight Of The Thunder God,Amon Amarth,Twilight Of The Thunder God,62.0,2008-09-30,2008,16,"'Melodic Death Metal', 'viking metal', 'Viking Death Metal', 'death metal', 'metal'","'viking metal', 'death metal', 'metal'",128.0,0.3547,1.0809,energetic,Twilight Of The Thunder God Amon Amarth,2025/11/30
Two Brothers,The Springfields,Kinda Folksy,39.0,2015-01-19,2015,8,"'Sarah Records', 'twee', 'indie pop', 'pop', '60s'","'indie pop', 'pop'",120.0,0.2699,0.9115,neutral,Two Brothers The Springfields,2025/11/30
Twoje oczy lubią mnie,Strachy Na Lachy,Dodekafonia,51.0,2010,2010,13,"'rock', 'polish', 'alternative', 'alternative rock', 'punk rock'","'rock', 'alternative', 'alternative rock'",108.0,0.2364,1.2089,bright,Twoje oczy lubią mnie Strachy Na Lachy,2025/11/30
Tyle słońca w całym mieście,Anna Jantar,Tyle słońca w całym mieście,53.0,1974-02-12,1974,49,"'polish', 'pop', 'female vocalists', 'polskie', 'female vocalist'",'pop',94.0,0.1596,1.0659,neutral,Tyle słońca w całym mieście Anna Jantar,2025/11/30
Tylko cisza,Rozen,Rozen,23.0,2021-04-16,2021,3,,,122.0,0.1412,0.8998,energetic,Tylko cisza Rozen,2025/11/30
Tyrka,Qry,Tyrka,52.0,2023-12-19,2023,1,"'rap', 'hiphop', 'Nirvana', 'polishrap', 'chillwagon'",'rap',87.0,0.2213,1.1815,neutral,Tyrka Qry,2025/11/30
Tęsknię sobie,sanah,Tęsknię sobie,55.0,2022-04-14,2022,2,,,95.0,0.1604,0.953,neutral,Tęsknię sobie sanah,2025/11/30
UFO,Roxen,UFO,55.0,2018-10-20,2018,5,"'pop', 'Romanian', 'rock', 'Eurovision', 'pakistani'","'pop', 'rock'",125.0,0.2654,1.318,energetic,UFO Roxen,2025/11/30
UN RAGAZZO UNA RAGAZZA,The Kolors,UN RAGAZZO UNA RAGAZZA,66.0,2024-02-07,2024,0,"'sanremo 2024', 'party', 'italian', 'wake-up song', 'sanremo'",,128.0,0.2613,1.2186,energetic,UN RAGAZZO UNA RAGAZZA The Kolors,2025/11/30
UP,INNA,UP,71.0,2024-03-01,2024,0,"'dance', 'electronic', 'House', 'trance', 'inna'","'electronic', 'House', 'trance'",99.0,0.2625,1.2248,bright,UP INNA,2025/11/30
Under The Influence,Chris Brown,Indigo (Extended),86.0,2019-10-04,2019,5,"'rnb', 'Hip-Hop', 'Chris Brown', 'rap', 'hip hop'","'Hip-Hop', 'rap'",117.0,0.2108,1.161,neutral,Under The Influence Chris Brown,2025/11/30
Under The Sun,Max Wassen,The Gold EP,73.0,2019-07-05,2019,5,"'hip hop', 'rap', 'hiphop', 'party', 'music'",'rap',100.0,0.3114,1.2309,neutral,Under The Sun Max Wassen,2025/11/30
Undisclosed Desires,Muse,The Resistance,71.0,2009-09-10,2009,14,"'alternative rock', 'rock', 'alternative', 'electronic', 'Muse'","'alternative rock', 'rock', 'alternative', 'electronic'",117.0,0.1486,1.1612,neutral,Undisclosed Desires Muse,2025/11/30
Ungodly Fruit,Wax Tailor,Tales of the Forgotten Melodies,58.0,2005-02-22,2005,19,"'trip-hop', 'downtempo', 'electronic', 'Hip-Hop', 'french'","'trip-hop', 'downtempo', 'electronic', 'Hip-Hop'",170.0,0.2318,1.3647,energetic,Ungodly Fruit Wax Tailor,2025/11/30
Unholy,Sam Smith,Top Hits 2023,80.0,2022-09-22,2022,2,"'soul', 'pop', 'british', 'electronic', 'seen live'","'soul', 'pop', 'electronic'",131.0,0.122,1.084,energetic,Unholy Sam Smith,2025/11/30
Unholy (feat. Kim Petras),Sam Smith,Gloria,80.0,2022-09-22,2022,1,"'soul', 'pop', 'british', 'electronic', 'seen live'","'soul', 'pop', 'electronic'",131.0,0.122,1.084,energetic,Unholy (feat. Kim Petras) Sam Smith,2025/11/30
Universal Fanfare,The Minions,Minions (Original Motion Picture Soundtrack),61.0,2015-07-10,2015,9,'offline',,148.0,0.1097,0.8982,energetic,Universal Fanfare The Minions,2025/11/30
Universe on Fire,Gloryhammer,Space 1992: Rise of the Chaos Wizards,53.0,2015-09-25,2015,9,"'Power metal', 'epic metal', 'epic', 'symphonic metal', 'metal'","'Power metal', 'symphonic metal', 'metal'",117.0,0.2736,1.0394,bright,Universe on Fire Gloryhammer,2025/11/30
Unlimited Sin,Beast In Black,From Hell With Love,53.0,2019-02-08,2019,5,"'Power metal', 'heavy metal', '2010s', 'metal-best'","'Power metal', 'heavy metal'",115.0,0.2484,1.1145,bright,Unlimited Sin Beast In Black,2025/11/30
Unstoppable,Sia,This Is Acting,81.0,2016-10-21,2016,7,"'powerful', 'electropop', 'pop', 'female vocalists', 'australian'","'electropop', 'pop'",117.0,0.1847,1.0611,neutral,Unstoppable Sia,2025/11/30
Until I Found You,Stephen Sanchez,Easy On My Eyes,81.0,2021-09-01,2021,2,"'folk', 'singer-songwriter', 'indie pop', 'folk pop', 'indie'",'indie pop',102.0,0.2512,0.9079,neutral,Until I Found You Stephen Sanchez,2025/11/30
Untraveled Road,Thousand Foot Krutch,Oxygen: Inhale,64.0,2014-08-26,2014,10,"'rock', 'christian rock', 'alternative', 'alternative rock', 'hard rock'","'rock', 'christian rock', 'alternative', 'alternative rock', 'hard rock'",125.0,0.2032,1.1557,energetic,Untraveled Road Thousand Foot Krutch,2025/11/30
Unwritten,Natasha Bedingfield,Unwritten,90.0,2004-08-30,2004,20,"'pop', 'female vocalists', 'british', 'singer-songwriter', 'female'",'pop',100.0,0.1474,1.2652,bright,Unwritten Natasha Bedingfield,2025/11/30
Uprising,Muse,The Resistance,80.0,2009-09-10,2009,14,"'alternative rock', 'rock', 'alternative', 'british', 'Muse'","'alternative rock', 'rock', 'alternative'",128.0,0.266,1.0677,energetic,Uprising Muse,2025/11/30
Upside Down (Radio Edit),Wolfgang Lohr,Upside Down (Electro Swing),30.0,2018-07-06,2018,6,,,125.0,0.24,1.2714,energetic,Upside Down (Radio Edit) Wolfgang Lohr,2025/11/30
VEM FAN E DU?,Hooja,VEM FAN E DU?,61.0,2024-03-22,2024,0,"'pop', 'fav', 'Pepp', '2024'",'pop',148.0,0.1724,1.1454,energetic,VEM FAN E DU? Hooja,2025/11/30
Vabbè ciao - Speed Up Version,Alfa,Vabbè ciao,29.0,2024-06-14,2024,0,,,115.0,0.2703,1.4958,bright,Vabbè ciao - Speed Up Version Alfa,2025/11/30
Vai!,Alfa,Vai!,68.0,2024-02-16,2024,0,"'instrumental', 'spoken', 'loud', 'Moderate', 'groovy'",'instrumental',117.0,0.3242,1.2439,bright,Vai! Alfa,2025/11/30
Valse romantique - From 'La Terre de la grande promesse',Wojciech Kilar,A Collection of His Work,26.0,1992-04-13,1992,32,"'Soundtrack', 'Classical', 'instrumental', 'polish', 'composer'","'Soundtrack', 'Classical', 'instrumental'",125.0,0.063,0.7372,energetic,Valse romantique - From 'La Terre de la grande promesse' Wojciech Kilar,2025/11/30
Value,Ado,Value,58.0,2024-07-09,2024,0,"'j-pop', 'utaite'",'j-pop',106.0,0.2435,1.1298,neutral,Value Ado,2025/11/30
Verrückt,Eisbrecher,Die Hölle muss warten,56.0,2012-02-06,2012,12,"'industrial metal', 'industrial', 'neue deutsche härte', 'rock', 'german'","'industrial metal', 'industrial', 'neue deutsche härte', 'rock'",148.0,0.0935,1.0332,energetic,Verrückt Eisbrecher,2025/11/30
"Viens, viens",Marie Laforêt,Marie,39.0,2020-03-19,2020,3,"'french', 'female vocalists', 'chanson francaise', 'ye-ye', 'french 60s'",,108.0,0.0902,1.0549,bright,"Viens, viens Marie Laforêt",2025/11/30
Virtual Insanity - Remastered 2006,Jamiroquai,High Times: Singles 1992-2006 (Remastered),74.0,2005-01-01,2005,18,"'funk', 'acid jazz', 'electronic', 'dance', 'pop'","'funk', 'acid jazz', 'electronic', 'pop'",92.0,0.2088,1.1145,neutral,Virtual Insanity - Remastered 2006 Jamiroquai,2025/11/30
Viva La Vida,Coldplay,Viva La Vida or Death and All His Friends,90.0,2008-06-06,2008,15,"'Coldplay', 'alternative', 'rock', 'alternative rock', 'viva la vida'","'alternative', 'rock', 'alternative rock'",137.0,0.0669,0.9907,energetic,Viva La Vida Coldplay,2025/11/30
WITHOUT YOU,The Kid LAROI,F*CK LOVE (SAVAGE),82.0,2017-08-10,2017,7,"'rap', 'emo rap', 'Hip-Hop', 'australian', 'pop'","'rap', 'Hip-Hop', 'pop'",122.0,0.1915,0.911,energetic,WITHOUT YOU The Kid LAROI,2025/11/30
Wait a Minute!,WILLOW,ARDIPITHECUS,81.0,2015-01-11,2015,9,"'post-rock', 'pop', 'rnb', 'alternative', 'female vocalists'","'pop', 'alternative'",100.0,0.2384,1.2006,neutral,Wait a Minute! WILLOW,2025/11/30
Walpurgisnacht,Faun,Luna,52.0,2014-01-01,2014,10,"'folk', 'german', 'female vocalists', 'Mittelalter', 'pagan folk'",,108.0,0.2146,1.076,neutral,Walpurgisnacht Faun,2025/11/30
Wannabe,Spice Girls,Spice,83.0,1996-01-01,1996,28,"'pop', '90s', 'dance', 'Spice Girls', 'female vocalists'",'pop',110.0,0.155,1.1759,bright,Wannabe Spice Girls,2025/11/30
Water,Tyla,Water,78.0,2022-05-31,2022,2,"'rnb', 'pop', 'amapiano', 'rock', 'south africa'","'pop', 'rock', 'south africa'",117.0,0.2817,1.2314,neutral,Water Tyla,2025/11/30
Watermelon Sugar,Harry Styles,Fine Line,86.0,2019-12-13,2019,4,"'pop', 'seen live', 'rock', 'pop rock', 'alternative'","'pop', 'rock', 'alternative'",128.0,0.2386,0.9936,energetic,Watermelon Sugar Harry Styles,2025/11/30
Ways to live forever,Mimi,Ways to live forever,22.0,2024-03-01,2024,0,"'female vocalists', 'pop', 'spanish', 'electronic', 'alternative'","'pop', 'electronic', 'alternative'",141.0,0.05,0.804,neutral,Ways to live forever Mimi,2025/11/30
We Are The Helldivers,Jonathan Young,We Are The Helldivers,47.0,2024-04-10,2024,0,,,128.0,0.2783,1.1286,energetic,We Are The Helldivers Jonathan Young,2025/11/30
We Will Rock You - Remastered 2011,Queen,News Of The World (2011 Remaster),80.0,1977-10-28,1977,47,"'rock', 'classic rock', 'hard rock', 'glam rock', 'pop'","'rock', 'hard rock', 'glam rock', 'pop'",156.0,0.1296,1.1288,energetic,We Will Rock You - Remastered 2011 Queen,2025/11/30
Weather With You,Crowded House,Woodface,74.0,1991-06-24,1991,33,"'rock', 'pop', '80s', 'australian', 'New Zealand'","'rock', 'pop'",94.0,0.0787,1.0999,neutral,Weather With You Crowded House,2025/11/30
Weekend (feat. Emelie Cyréus),LIZOT,Weekend (feat. Emelie Cyréus),58.0,2020-03-27,2020,3,"'german', 'EDM', 'electronic', 'techno', 'House'","'electronic', 'techno', 'House'",125.0,0.2189,1.1532,energetic,Weekend (feat. Emelie Cyréus) LIZOT,2025/11/30
Werben,ASP,Aus der Tiefe,46.0,2018-03-30,2018,6,"'Gothic', 'darkwave', 'german', 'Gothic Rock', 'deutsch'",,120.0,0.2702,1.0922,neutral,Werben ASP,2025/11/30
What A Man Gotta Do,Jonas Brothers,What A Man Gotta Do,74.0,2020-01-17,2020,3,"'pop', 'pop rock', 'Disney', 'rock', 'pop punk'","'pop', 'Disney', 'rock', 'pop punk'",112.0,0.2401,1.3534,bright,What A Man Gotta Do Jonas Brothers,2025/11/30
What About Us,P!nk,Beautiful Trauma,77.0,2017-10-13,2017,6,"'pop', '2017', 'best of 2017', 'female vocalists', 'club'",'pop',115.0,0.1976,1.0238,neutral,What About Us P!nk,2025/11/30
What Else Is There?,Röyksopp,The Understanding,61.0,2005-06-22,2005,19,"'electronic', 'chillout', 'electronica', 'norwegian', 'ambient'","'electronic', 'electronica', 'ambient'",115.0,0.0474,1.0892,neutral,What Else Is There? Röyksopp,2025/11/30
What U Want,Mark Mendy,What U Want,67.0,2013-10-21,2013,11,,,137.0,0.247,1.1623,energetic,What U Want Mark Mendy,2025/11/30
What Was I Made For? [From The Motion Picture Barbie],Billie Eilish,What Was I Made For? [From The Motion Picture Barbie],88.0,2023-07-13,2023,1,"'pop', 'indie pop', 'seen live', 'electropop', 'indie'","'pop', 'indie pop', 'electropop'",115.0,0.1006,0.802,neutral,What Was I Made For? [From The Motion Picture Barbie] Billie Eilish,2025/11/30
